Topic, Top Terms
Topic 00, operators optimized curve enhancement space depth transforms interpolation piecewise representation method quantization generalized surface its theory planar applications linear through
Topic 01, 3-d denoising watermarking objects dct statistical optimal structure mapping spatial representations microscopy models bayesian signals exploiting poisson intensity gamut digital
Topic 02, phase regularization inverse filtering methods stochastic modeling minimum models linear problems global correlation convergence iterative local complexity parameter constraints parametric
Topic 03, random markov field models fields hidden bayesian texture modeling classification hyperspectral unsupervised hierarchical synthesis stochastic character source maximum compound conditional
Topic 04, retrieval framework texture indexing algorithms efficient learning bayesian content-based general classification correction region-based comparison system relevance effective constancy feedback unified
Topic 05, tracking visual object human particle its modeling saliency applications system real-time contour filtering efficient shapes artifacts background online filter generic
Topic 06, multiresolution decomposition tomography algorithms nonlinear order quantization applications morphological iterative texture variational higher value statistics automated structure signal compensation mri
Topic 07, 2-d morphological binary registration representation wavelets scheme efficient processing transformations complex discrete 3-d spatially labeling tree information shape recursive trees
Topic 08, automatic neural extraction region fusion networks network imagery selection target recognition classification algorithms feature text clustering boundary via merging information
Topic 09, gaussian generalized enhancement its histogram mixture wavelet-based texture modeling contrast classification scale entropy models fuzzy finite decomposition mixtures probability density
Topic 10, data efficient discrete parallel watermarking 2-d projections radon reversible method between methods expansion multispectral geometric approximation domain authentication fourier noisy
Topic 11, transmission rate scalable over bit allocation error optimal multiple protection distortion control channels joint rate-distortion jpeg2000 jpeg progressive embedded low
Topic 12, frame anisotropic interpolation diffusion filtering processing nonlinear tomography regularized method smoothing methods motion-compensated least edge-preserving squares filters deblurring algorithms boundary
Topic 13, blind deconvolution bayesian maximum super-resolution variational regularization variation total sensing likelihood prior minimization compressed framework domain blur joint compressive imaging
Topic 14, quality assessment perceptual similarity performance natural measure search metric direct index domain algorithms structural evaluation binary improving watermarking statistics visual
Topic 15, processing enhancement resolution document digital line imagery edge map nonlinear multiscale hyperspectral differential study super applications sensor context-based diffusion stochastic
Topic 16, error halftoning diffusion prediction concealment improved inverse data block correction object-based perceptually lossless texture multiscale optimized orientation hiding multiframe shape
Topic 17, local texture matching classification invariant recognition gabor features patterns shape pattern binary pyramid lattice face enhanced edge moments rotation combining
Topic 18, imaging radar aperture synthetic fusion sar technique data range three-dimensional high-resolution model-based system targets via target isar spatially backprojection acoustic
Topic 19, flow active optical level set gradient contours constrained deformable method computation evolution contour variational geometric preserving snakes optimization via models
Topic 20, noise filtering denoising removal reduction fuzzy domain filter impulse bilateral median technique information signal filters correlated digital nonlocal corrupted magnetic
Topic 21, filter filters new directional transforms edge weighted orthogonal demosaicking performance lapped frames kalman hybrid array demosaicing theory extended processing design
Topic 22, feature extraction space local recognition linear new energy discriminant support mathematical face kernel regression morphology scale super-resolution classification geometric tensor
Topic 23, registration camera interpolation method stereo tracking matching view sequences boundary moving distributed three-dimensional object objects point function novel two efficient
Topic 24, optimal filter design multidimensional subband method processing multichannel symmetric banks linear generalized two-dimensional interpolation convolution blind filters identification noisy bank
Topic 25, dynamic 3-d data tomographic range synthesis scalable high real-time depth hierarchical representation videos surfaces systems acquisition sequences microscopy hybrid efficiency
Topic 26, quantization prediction fractal lossless matching block search thresholding new predictive optimal method quantizer context jpeg template coefficients tree-structured scheme correlation
Topic 27, recognition face object multiple under learning shape sparse features illumination facial kernel points feature representation component tracking matching filters distance
Topic 28, sparse via learning representation multiscale graph classification interactive matrix sequence spectral inpainting dictionary regression bayesian annotation methods representations training active
